Dataverse_Desktop Machines Utilizations[Created On],Dataverse_Desktop Machines Utilizations[Created By],Dataverse_Desktop Machines Utilizations[statuscodename],Dataverse_Desktop Machines Utilizations[ErrorCode],Dataverse_Desktop Machines Utilizations[ErrorMessage],Dataverse_Desktop Machines Utilizations[Regarding],Dataverse_Desktop Machines Utilizations[Flow Machine Group],Dataverse_Desktop Machines Utilizations[Run mode],Dataverse_Desktop Machines Utilizations[Day Name],Dataverse_Desktop Machines Utilizations[Day of Week],Dataverse_Desktop Machines Utilizations[Start],Dataverse_Desktop Machines Utilizations[End],Dataverse_Desktop Machines Utilizations[Date],Dataverse_Desktop Machines Utilizations[Start UTC],Dataverse_Desktop Machines Utilizations[End UTC],Dataverse_Desktop Machines Utilizations[Context],Dataverse_Desktop Machines Utilizations[parentWorkflowId],Dataverse_Desktop Machines Utilizations[Cloud Flow URL],Dataverse_Desktop Machines Utilizations[desktop_taskstatus],[SumRuntime_duration__mins_],[SumDay_of_Week],[SumYear],[SumHour_of_Day],[SumYearWeek],[SumWeek_of_Year],[Machine_Utilization__],[Idle_Percentage__],[TotalRuntimeHours],[Desktop_Flow_Total_Runs],[Desktop_Runs_Total_Hours],[BOT_Utilization_Percentage],[Machine_Utilization_Weekly__],[Idle_Utilization_Weekly__],[Desktop_Failed_Runs],[Desktop_Flow_Success_Rate_Goal],[Desktop_Successful_Runs],[Desktop_Run_Percent_Success]
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,0,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,Failed,481.1,0,2025,19,202516,16,0.3340972222222222,0.6659027777777777,8.018333333333334,1,8.018333333333334,0.0068183106575963725,0.006865011415525115,0.9931349885844749,1,0.85,,
2025-04-13T00:22:15,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Sunday,0,2025-04-13T00:26:13,2025-04-13T00:30:03,2025-04-13T00:00:00,2025-04-12T19:26:13,2025-04-12T19:30:03,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584571031649996396292552092CU149"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,Succeeded,3.8333333333333335,0,2025,19,202516,16,0.002662037037037037,0.997337962962963,0.0638888888888889,1,0.0638888888888889,5.4327286470143624E-05,5.469939117199392E-05,0.999945300608828,,0.85,1,1
2025-04-13T00:40:02,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Sunday,0,2025-04-13T00:40:12,2025-04-13T00:40:53,2025-04-13T00:00:00,2025-04-12T19:40:12,2025-04-12T19:40:53,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584571020857138435884521677CU08"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.6833333333333333,0,2025,19,202516,16,0.00047453703703703704,0.999525462962963,0.01138888888888889,1,0.01138888888888889,9.684429327286471E-06,9.75076103500761E-06,0.999990249238965,,0.85,1,1
2025-04-13T00:40:02,Mohammad Asim,Succeeded,,,BullsEye-Prime-C2D-Run by Queue,SVC10,Unattended,Sunday,0,2025-04-13T00:40:12,2025-04-13T00:40:56,2025-04-13T00:00:00,2025-04-12T19:40:12,2025-04-12T19:40:56,"{""hostName"":""IT-POWERAUTO-10"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584571020857138435884521677CU08"",""attendedMode"":""Unattended"",""agentVersion"":""2.50.125.24304"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.7333333333333334,0,2025,19,202516,16,0.0005092592592592593,0.9994907407407407,0.012222222222222223,1,0.012222222222222223,1.0393046107331822E-05,1.0464231354642314E-05,0.9999895357686454,,0.85,1,1
2025-04-13T01:22:10,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Sunday,0,2025-04-13T01:22:30,2025-04-13T01:26:18,2025-04-13T00:00:00,2025-04-12T20:22:30,2025-04-12T20:26:18,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584570995659067888574381152CU149"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,Succeeded,3.8000000000000003,0,2025,20,202516,16,0.002638888888888889,0.9973611111111111,0.06333333333333334,1,0.06333333333333334,5.385487528344672E-05,5.422374429223745E-05,0.9999457762557078,,0.85,1,1
2025-04-13T01:40:02,Mohammad Asim,Succeeded,,,Part 1 - Insert SQL - Amazon_Cust_Delivery_Time_V2,SVC01,Unattended,Sunday,0,2025-04-13T01:40:15,2025-04-13T01:41:20,2025-04-13T00:00:00,2025-04-12T20:40:15,2025-04-12T20:41:20,"{""hostName"":""IT-powerauto-01"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.54.188.25066"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,Succeeded,1.0833333333333333,0,2025,20,202516,16,0.0007523148148148148,0.9992476851851851,0.018055555555555554,1,0.018055555555555554,1.535336356764928E-05,1.5458523592085233E-05,0.9999845414764079,,0.85,1,1
2025-04-13T01:40:05,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Sunday,0,2025-04-13T01:40:14,2025-04-13T01:40:55,2025-04-13T00:00:00,2025-04-12T20:40:14,2025-04-12T20:40:55,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570984852628089695592843CU12"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.6833333333333333,0,2025,20,202516,16,0.00047453703703703704,0.999525462962963,0.01138888888888889,1,0.01138888888888889,9.684429327286471E-06,9.75076103500761E-06,0.999990249238965,,0.85,1,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC01,Unattended,Sunday,0,2025-04-13T01:42:37,2025-04-13T02:55:52,2025-04-13T00:00:00,2025-04-12T20:42:37,2025-04-12T21:55:52,"{""hostName"":""IT-powerauto-01"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.54.188.25066"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,Succeeded,73.25,0,2025,20,202516,16,0.050868055555555555,0.9491319444444445,1.2208333333333334,1,1.2208333333333334,0.00103812358276644,0.0010452340182648403,0.9989547659817352,,0.85,1,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC10,Unattended,Sunday,0,2025-04-13T01:42:39,2025-04-13T02:57:34,2025-04-13T00:00:00,2025-04-12T20:42:39,2025-04-12T21:57:34,"{""hostName"":""IT-POWERAUTO-10"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.50.125.24304"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,Succeeded,74.91666666666667,0,2025,20,202516,16,0.05202546296296297,0.947974537037037,1.2486111111111111,1,1.2486111111111111,0.001061744142101285,0.0010690163622526635,0.9989309836377473,,0.85,1,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC11,Unattended,Sunday,0,2025-04-13T01:42:39,2025-04-13T02:54:20,2025-04-13T00:00:00,2025-04-12T20:42:39,2025-04-12T21:54:20,"{""hostName"":""IT-POWERAUTO-11"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.52.62.25009"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,Succeeded,71.68333333333334,0,2025,20,202516,16,0.0497800925925926,0.9502199074074074,1.1947222222222222,1,1.1947222222222222,0.0010159202569916855,0.0010228786149162861,0.9989771213850838,,0.85,1,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC12,Unattended,Sunday,0,2025-04-13T01:42:39,2025-04-13T02:58:44,2025-04-13T00:00:00,2025-04-12T20:42:39,2025-04-12T21:58:44,"{""hostName"":""IT-POWERAUTO-12"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.52.62.25009"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,Succeeded,76.08333333333333,0,2025,20,202516,16,0.052835648148148145,0.9471643518518519,1.2680555555555555,1,1.2680555555555555,0.0010782785336356765,0.0010856640030441399,0.9989143359969559,,0.85,1,1
2025-04-13T02:22:12,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Sunday,0,2025-04-13T02:22:24,2025-04-13T02:26:51,2025-04-13T00:00:00,2025-04-12T21:22:24,2025-04-12T21:26:51,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584570959656647285357627713CU149"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,Succeeded,4.45,0,2025,21,202516,16,0.0030902777777777777,0.9969097222222222,0.07416666666666667,1,0.07416666666666667,6.306689342403629E-05,6.349885844748858E-05,0.9999365011415525,,0.85,1,1
2025-04-13T02:40:05,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Sunday,0,2025-04-13T02:40:17,2025-04-13T02:40:57,2025-04-13T00:00:00,2025-04-12T21:40:17,2025-04-12T21:40:57,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570948849496698143752950CU36"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.6666666666666666,0,2025,21,202516,16,0.0004629629629629629,0.999537037037037,0.01111111111111111,1,0.01111111111111111,9.448223733938018E-06,9.512937595129375E-06,0.9999904870624049,,0.85,1,1
2025-04-13T03:22:11,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Sunday,0,2025-04-13T03:22:21,2025-04-13T03:26:10,2025-04-13T00:00:00,2025-04-12T22:22:21,2025-04-12T22:26:10,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584570923652617404182841756CU150"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,Succeeded,3.816666666666667,0,2025,22,202516,16,0.002650462962962963,0.997349537037037,0.06361111111111112,1,0.06361111111111112,5.409108087679517E-05,5.4461567732115686E-05,0.9999455384322679,,0.85,1,1
2025-04-13T03:40:04,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Sunday,0,2025-04-13T03:40:15,2025-04-13T03:40:55,2025-04-13T00:00:00,2025-04-12T22:40:15,2025-04-12T22:40:55,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570912857093724465656899CU128"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.6666666666666666,0,2025,22,202516,16,0.0004629629629629629,0.999537037037037,0.01111111111111111,1,0.01111111111111111,9.448223733938018E-06,9.512937595129375E-06,0.9999904870624049,,0.85,1,1
2025-04-13T03:40:04,Mohammad Asim,Succeeded,,,BullsEye-Prime-C2D-Run by Queue,SVC10,Unattended,Sunday,0,2025-04-13T03:40:14,2025-04-13T03:40:59,2025-04-13T00:00:00,2025-04-12T22:40:14,2025-04-12T22:40:59,"{""hostName"":""IT-POWERAUTO-10"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570912857093724465656899CU128"",""attendedMode"":""Unattended"",""agentVersion"":""2.50.125.24304"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.75,0,2025,22,202516,16,0.0005208333333333333,0.9994791666666667,0.0125,1,0.0125,1.0629251700680273E-05,1.0702054794520548E-05,0.9999892979452055,,0.85,1,1
2025-04-13T04:22:10,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Sunday,0,2025-04-13T04:22:29,2025-04-13T04:26:39,2025-04-13T00:00:00,2025-04-12T23:22:29,2025-04-12T23:26:39,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584570887649727762207852500CU93"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,Succeeded,4.166666666666667,0,2025,23,202516,16,0.002893518518518519,0.9971064814814815,0.06944444444444445,1,0.06944444444444445,5.9051398337112624E-05,5.94558599695586E-05,0.9999405441400304,,0.85,1,1
2025-04-13T04:40:06,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Sunday,0,2025-04-13T04:40:21,2025-04-13T04:41:01,2025-04-13T00:00:00,2025-04-12T23:40:21,2025-04-12T23:41:01,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570876854738784134684593CU33"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.6666666666666666,0,2025,23,202516,16,0.0004629629629629629,0.999537037037037,0.01111111111111111,1,0.01111111111111111,9.448223733938018E-06,9.512937595129375E-06,0.9999904870624049,,0.85,1,1
2025-04-13T04:40:06,Mohammad Asim,Succeeded,,,BullsEye-Prime-C2D-Run by Queue,SVC10,Unattended,Sunday,0,2025-04-13T04:40:20,2025-04-13T04:41:02,2025-04-13T00:00:00,2025-04-12T23:40:20,2025-04-12T23:41:02,"{""hostName"":""IT-POWERAUTO-10"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570876854738784134684593CU33"",""attendedMode"":""Unattended"",""agentVersion"":""2.50.125.24304"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.7000000000000001,0,2025,23,202516,16,0.00048611111111111115,0.9995138888888889,0.011666666666666667,1,0.011666666666666667,9.92063492063492E-06,9.988584474885845E-06,0.9999900114155251,,0.85,1,1
2025-04-13T05:22:10,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Sunday,0,2025-04-13T05:22:23,2025-04-13T05:26:42,2025-04-13T00:00:00,2025-04-13T00:22:23,2025-04-13T00:26:42,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584570851656241068235479073CU146"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,Succeeded,4.316666666666666,0,2025,0,202516,16,0.002997685185185185,0.9970023148148148,0.07194444444444444,1,0.07194444444444444,6.117724867724867E-05,6.15962709284627E-05,0.9999384037290715,,0.85,1,1
2025-04-13T05:40:06,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Sunday,0,2025-04-13T05:40:18,2025-04-13T05:41:01,2025-04-13T00:00:00,2025-04-13T00:40:18,2025-04-13T00:41:01,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570840851270854727310408CU34"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.7166666666666667,0,2025,0,202516,16,0.0004976851851851852,0.9995023148148148,0.011944444444444445,1,0.011944444444444445,1.0156840513983372E-05,1.022640791476408E-05,0.9999897735920852,,0.85,1,1
2025-04-13T05:40:06,Mohammad Asim,Succeeded,,,BullsEye-Prime-C2D-Run by Queue,SVC10,Unattended,Sunday,0,2025-04-13T05:40:18,2025-04-13T05:41:00,2025-04-13T00:00:00,2025-04-13T00:40:18,2025-04-13T00:41:00,"{""hostName"":""IT-POWERAUTO-10"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570840851270854727310408CU34"",""attendedMode"":""Unattended"",""agentVersion"":""2.50.125.24304"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,Succeeded,0.7000000000000001,0,2025,0,202516,16,0.00048611111111111115,0.9995138888888889,0.011666666666666667,1,0.011666666666666667,9.92063492063492E-06,9.988584474885845E-06,0.9999900114155251,,0.85,1,1
