Dataverse_Desktop_Flows[Desktop Flowname],Dataverse_Desktop_Flows[Created On],Dataverse_Desktop_Flows[Completed On],Dataverse_Desktop_Flows[Successful],Dataverse_Desktop_Flows[Failed],Dataverse_Desktop_Flows[FlowType],Dataverse_Desktop_Flows[createdbyyominame],Dataverse_Desktop_Flows[statecodename],Dataverse_Desktop_Flows[Started On],Dataverse_Desktop_Flows[Run session mode],Dataverse_Desktop_Flows[ParentWorkflowId],Dataverse_Desktop_Flows[machinegroupid],Dataverse_Desktop_Flows[machineid],Dataverse_Desktop_Flows[Flow Machine],Dataverse_Desktop_Flows[FinalSuccessful],Dataverse_Desktop_Flows[Flow Machine Group],Dataverse_Desktop_Flows[UOW_Type],Dataverse_Desktop_Flows[BOT_Name],Dataverse_Desktop_Flows[DateTimeStarted_DATE_Only],Dataverse_Desktop_Flows[Year],Dataverse_Desktop_Flows[Month],Dataverse_Desktop_Flows[Sub-Category],[SumWasSuccessful],[SumStatus_Reason],[Sumrunsessionmode],[SumWeekOfYear],[SumYearWeek],[Sumsubcategory]
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:30:49,2025-04-14T09:33:11,0,1,Desktop,powerautomate05 #,Active,2025-04-14T09:30:56,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:30:59,2025-04-14T09:31:19,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:31:00,2025-04-14T15:31:15,0,1,Desktop,powerautomate02 serviceaccount,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,DF03C64F-EE6D-EE11-8DF0-000D3A592388,,,0,Spreetail-Automation-Group_6,Desktop,SVC06,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:31:52,2025-04-14T09:32:10,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:32:42,2025-04-14T09:33:01,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:33:33,2025-04-14T09:33:51,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:34:16,2025-04-14T09:36:37,0,1,Desktop,powerautomate05 #,Active,2025-04-14T09:34:24,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:34:24,2025-04-14T09:34:41,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:35:14,2025-04-14T09:35:32,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:36:05,2025-04-14T09:36:21,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:36:54,2025-04-14T09:37:13,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:37:43,2025-04-14T09:40:02,0,1,Desktop,powerautomate05 #,Active,2025-04-14T09:37:49,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:37:45,2025-04-14T09:38:04,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:38:36,2025-04-14T09:38:55,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:39:27,2025-04-14T09:39:45,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:40:17,2025-04-14T09:40:35,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:41:08,2025-04-14T09:41:27,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:41:08,2025-04-14T09:47:29,0,1,Desktop,powerautomate05 #,Active,2025-04-14T09:45:16,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:41:59,2025-04-14T09:42:17,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:42:50,2025-04-14T09:43:10,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:43:42,2025-04-14T09:44:00,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:44:32,2025-04-14T09:44:50,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:45:24,2025-04-14T09:45:41,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:46:15,2025-04-14T09:46:34,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:47:06,2025-04-14T09:47:23,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:47:55,2025-04-14T09:48:11,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:48:35,2025-04-14T10:59:42,0,1,Desktop,powerautomate05 #,Active,2025-04-14T10:57:28,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:48:44,2025-04-14T09:49:01,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:49:33,2025-04-14T09:49:51,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:50:24,2025-04-14T09:50:44,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:51:18,2025-04-14T09:51:35,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:52:08,2025-04-14T09:52:25,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:52:58,2025-04-14T09:53:15,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:53:47,2025-04-14T09:54:05,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:54:38,2025-04-14T09:54:55,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:55:28,2025-04-14T09:55:46,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:56:19,2025-04-14T09:56:37,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:57:10,2025-04-14T09:57:27,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:58:01,2025-04-14T09:58:19,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:58:51,2025-04-14T09:59:11,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T09:59:44,2025-04-14T10:00:02,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:00:37,2025-04-14T10:00:54,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:01:27,2025-04-14T10:01:46,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:02:21,2025-04-14T10:02:39,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:03:12,2025-04-14T10:03:29,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:04:02,2025-04-14T10:04:20,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:04:52,2025-04-14T10:05:12,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:05:47,2025-04-14T10:06:04,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:06:38,2025-04-14T10:06:57,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:07:30,2025-04-14T10:07:50,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:08:25,2025-04-14T10:08:43,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:09:18,2025-04-14T10:09:38,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:10:11,2025-04-14T10:10:29,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:11:03,2025-04-14T10:11:20,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:11:58,2025-04-14T10:12:16,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:12:48,2025-04-14T10:13:05,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:13:38,2025-04-14T10:13:56,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:14:29,2025-04-14T10:14:48,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:15:21,2025-04-14T10:15:38,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:16:10,2025-04-14T10:16:28,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:17:02,2025-04-14T10:17:20,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:17:53,2025-04-14T10:18:12,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-14T10:18:45,2025-04-14T10:19:03,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
