Dataverse_Desktop_Flows[Desktop Flowname],Dataverse_Desktop_Flows[Created On],Dataverse_Desktop_Flows[Completed On],Dataverse_Desktop_Flows[Successful],Dataverse_Desktop_Flows[Failed],Dataverse_Desktop_Flows[FlowType],Dataverse_Desktop_Flows[createdbyyominame],Dataverse_Desktop_Flows[statecodename],Dataverse_Desktop_Flows[Started On],Dataverse_Desktop_Flows[Run session mode],Dataverse_Desktop_Flows[ParentWorkflowId],Dataverse_Desktop_Flows[machinegroupid],Dataverse_Desktop_Flows[machineid],Dataverse_Desktop_Flows[Flow Machine],Dataverse_Desktop_Flows[FinalSuccessful],Dataverse_Desktop_Flows[Flow Machine Group],Dataverse_Desktop_Flows[UOW_Type],Dataverse_Desktop_Flows[BOT_Name],Dataverse_Desktop_Flows[DateTimeStarted_DATE_Only],Dataverse_Desktop_Flows[Year],Dataverse_Desktop_Flows[Month],Dataverse_Desktop_Flows[Sub-Category],[SumWasSuccessful],[SumStatus_Reason],[Sumrunsessionmode],[SumWeekOfYear],[SumYearWeek],[Sumsubcategory]
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-15T10:17:44,2025-04-15T10:18:02,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-15T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-15T10:18:38,2025-04-15T10:18:55,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-15T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-15T10:19:28,2025-04-15T10:19:48,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-15T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-15T10:20:21,2025-04-15T10:20:40,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-15T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-15T10:21:12,2025-04-15T10:21:29,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,D0A7A13D-BABF-EE11-9079-000D3A592388,,,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-15T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake,2025-04-18T11:59:04,2025-04-18T11:59:04,0,1,Desktop,powerautomate08 serviceaccount,Active,2025-04-18T11:58:14,Default,,D0A7A13D-BABF-EE11-9079-000D3A592388,5EFA1C46-A6C3-47D9-85C2-9E5FEB7CFDA8,IT-POWERAUTO-08.LapkoSoft.local,0,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-18T00:00:00,2025,4,Default,0,7,1,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake_ADHOC,2025-04-15T15:05:41,2025-04-15T15:05:39,0,1,Desktop,powerautomate02 serviceaccount,Active,2025-04-14T10:14:41,Default,,DAB7E8E7-6F4A-ED11-BBA1-000D3A31C75D,C1A343BE-DE70-45E9-9CF0-974AD13968FD,R2-D2,0,Spreetail-Automation-Group_2,Desktop,SVC02,2025-04-15T00:00:00,2025,4,Default,0,7,1,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake_ADHOC,2025-04-15T23:51:06,2025-04-15T23:51:02,1,0,Desktop,powerautomate08 serviceaccount,Active,2025-04-15T20:23:01,Default,,D0A7A13D-BABF-EE11-9079-000D3A592388,5EFA1C46-A6C3-47D9-85C2-9E5FEB7CFDA8,IT-POWERAUTO-08.LapkoSoft.local,1,Spreetail-Automation-Group_8,Desktop,SVC08,2025-04-15T00:00:00,2025,4,Default,1,4,1,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake_HistoricalOnly,2025-04-14T09:12:52,2025-04-14T09:15:14,0,1,Desktop,powerautomate04 #,Active,2025-04-14T09:13:01,Unapplicable,554ab655-019c-4315-a669-6b2ba970c81d,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-14T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake_HistoricalOnly,2025-04-14T09:14:04,2025-04-15T08:08:07,1,0,Desktop,powerautomate04 #,Active,2025-04-14T09:14:10,Unapplicable,554ab655-019c-4315-a669-6b2ba970c81d,DF03C64F-EE6D-EE11-8DF0-000D3A592388,73D6AA88-7062-4B4D-BC1B-C29B1ECD3919,IT-POWERAUTO-06.LapkoSoft.local,1,Spreetail-Automation-Group_6,Desktop,SVC06,2025-04-14T00:00:00,2025,4,Default,1,4,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake_HistoricalOnly,2025-04-14T09:28:57,2025-04-15T01:14:06,1,0,Desktop,powerautomate04 #,Active,2025-04-14T09:29:06,Unapplicable,554ab655-019c-4315-a669-6b2ba970c81d,FBEFE3B6-E8E6-EE11-904C-0022480BBA07,3AC9B056-2FA8-47FE-B21A-2E60284FEB0A,IT-POWERAUTO-07.LapkoSoft.local,1,Spreetail-Automation-Group_7,Desktop,SVC07,2025-04-14T00:00:00,2025,4,Default,1,4,0,16,202516,0
AmazonBrand_KeywordSearch_SVC05_v1 - wSnowFlake_HistoricalOnly,2025-04-15T19:30:29,2025-04-15T19:30:28,0,1,Desktop,powerautomate05 #,Active,2025-04-15T19:26:50,Default,,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-15T00:00:00,2025,4,Default,0,7,1,16,202516,0
AmazonBrand_KeywordSearchDivideASINS_SVC05_01,2025-04-13T08:15:01,2025-04-13T08:15:20,0,1,Desktop,powerautomate05 #,Active,,Unapplicable,68cc20e2-5d9d-4157-b116-4a11e3d3b4d0,12B13FD9-EB6D-EE11-8DF0-000D3A592388,,,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-13T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearchDivideASINS_SVC05_01,2025-04-13T20:15:03,2025-04-13T20:15:24,0,1,Desktop,powerautomate05 #,Active,,Unapplicable,68cc20e2-5d9d-4157-b116-4a11e3d3b4d0,12B13FD9-EB6D-EE11-8DF0-000D3A592388,,,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-13T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearchDivideASINS_SVC05_01,2025-04-14T09:30:02,2025-04-14T09:30:40,1,0,Desktop,powerautomate05 #,Active,2025-04-14T09:30:10,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,1,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-14T00:00:00,2025,4,Default,1,4,0,16,202516,0
AmazonBrand_KeywordSearchDivideASINS_SVC05_01,2025-04-15T02:30:03,2025-04-15T02:30:37,1,0,Desktop,powerautomate05 #,Active,2025-04-15T02:30:12,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,1,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-15T00:00:00,2025,4,Default,1,4,0,16,202516,0
AmazonBrand_KeywordSearchDivideASINS_SVC05_01,2025-04-15T09:30:02,2025-04-15T09:30:40,1,0,Desktop,powerautomate05 #,Active,2025-04-15T09:30:09,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,1,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-15T00:00:00,2025,4,Default,1,4,0,16,202516,0
AmazonBrand_KeywordSearchDivideASINS_SVC05_01,2025-04-16T02:30:03,2025-04-16T02:30:24,0,1,Desktop,powerautomate05 #,Active,,Unapplicable,c00f3ad9-4e95-4fdc-b4d1-a07636cbe021,12B13FD9-EB6D-EE11-8DF0-000D3A592388,,,0,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-16T00:00:00,2025,4,Default,0,8,0,16,202516,0
AmazonBrand_KeywordSearchDivideASINS_SVC05_01,2025-04-19T08:15:01,2025-04-19T08:15:25,1,0,Desktop,powerautomate05 #,Active,2025-04-19T08:15:10,Unapplicable,68cc20e2-5d9d-4157-b116-4a11e3d3b4d0,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,1,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-19T00:00:00,2025,4,Default,1,4,0,16,202516,0
AmazonBrand_KeywordSearchDivideASINS_SVC05_01,2025-04-19T20:15:02,2025-04-19T20:15:37,1,0,Desktop,powerautomate05 #,Active,2025-04-19T20:15:21,Unapplicable,68cc20e2-5d9d-4157-b116-4a11e3d3b4d0,12B13FD9-EB6D-EE11-8DF0-000D3A592388,6F4F8F6A-D2B1-4B7B-A7D8-F677B4740D7F,IT-POWERAUTO-05.LapkoSoft.local,1,Spreetail-Automation-Group_5,Desktop,SVC05,2025-04-19T00:00:00,2025,4,Default,1,4,0,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-13T08:49:47,2025-04-13T08:50:23,1,0,Desktop,powerautomate04 #,Active,2025-04-13T08:49:58,Unapplicable,196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,1,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-13T00:00:00,2025,4,Default,1,4,0,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-14T08:49:14,2025-04-14T08:49:46,1,0,Desktop,powerautomate04 #,Active,2025-04-14T08:49:22,Unapplicable,196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,1,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-14T00:00:00,2025,4,Default,1,4,0,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-17T16:33:07,2025-04-17T16:33:33,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,,,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-17T00:00:00,2025,4,Default,0,8,0,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-17T16:38:45,2025-04-17T20:46:52,1,0,Desktop,powerautomate04 #,Active,2025-04-17T16:38:56,Unapplicable,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,1,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-17T00:00:00,2025,4,Default,1,4,0,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T07:21:54,2025-04-18T07:22:19,0,1,Desktop,powerautomate04 #,Active,,Unapplicable,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,,,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,0,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T07:26:27,2025-04-18T07:29:36,0,1,Desktop,powerautomate04 #,Active,2025-04-18T07:26:35,Unapplicable,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,7,0,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T11:15:19,2025-04-18T13:06:34,0,1,Desktop,powerautomate04 #,Active,2025-04-18T11:15:29,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,7,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T13:25:04,2025-04-18T13:27:43,0,1,Desktop,powerautomate04 #,Active,2025-04-18T13:25:13,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,7,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T13:36:24,2025-04-18T13:37:42,0,1,Desktop,powerautomate04 #,Active,2025-04-18T13:36:38,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T13:40:02,2025-04-18T13:41:08,0,1,Desktop,powerautomate04 #,Active,2025-04-18T13:40:09,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T13:42:23,2025-04-18T13:45:20,0,1,Desktop,powerautomate04 #,Active,2025-04-18T13:42:30,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T14:07:19,2025-04-18T14:09:30,0,1,Desktop,powerautomate04 #,Active,2025-04-18T14:07:32,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T14:32:40,2025-04-18T14:34:16,0,1,Desktop,powerautomate04 #,Active,2025-04-18T14:32:53,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T15:07:32,2025-04-18T15:12:38,0,1,Desktop,powerautomate04 #,Active,2025-04-18T15:07:47,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,7,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T15:17:55,2025-04-18T15:19:15,0,1,Desktop,powerautomate04 #,Active,2025-04-18T15:18:03,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T21:58:51,2025-04-18T22:03:06,0,1,Desktop,powerautomate04 #,Active,2025-04-18T21:59:02,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,7,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T22:02:46,2025-04-18T22:05:36,0,1,Desktop,powerautomate04 #,Active,2025-04-18T22:03:26,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,7,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T22:07:00,2025-04-18T22:11:33,0,1,Desktop,powerautomate04 #,Active,2025-04-18T22:07:08,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T22:21:23,2025-04-18T22:23:23,0,1,Desktop,powerautomate04 #,Active,2025-04-18T22:21:33,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,1,16,202516,0
AMZ_SAFET_CLAIMS,2025-04-18T22:24:57,2025-04-18T22:27:05,0,1,Desktop,powerautomate04 #,Active,2025-04-18T22:25:05,Default,741a1009-c386-4f30-8ae9-b11dbadb9819,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,0,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-18T00:00:00,2025,4,Default,0,8,1,16,202516,0
AMZ_SAFET_CLAIMS_DBQuery,2025-04-13T08:25:29,2025-04-13T08:35:11,1,0,Desktop,powerautomate04 #,Active,2025-04-13T08:25:52,Unapplicable,196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,1,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-13T00:00:00,2025,4,Default,1,4,0,16,202516,0
AMZ_SAFET_CLAIMS_DBQuery,2025-04-14T08:25:29,2025-04-14T08:35:14,1,0,Desktop,powerautomate04 #,Active,2025-04-14T08:25:38,Unapplicable,196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,309B96C2-EB6D-EE11-8DF0-000D3A592388,47C52684-F68C-4398-892A-A893C1699A54,IT-POWERAUTO-04.LapkoSoft.local,1,Spreetail-Automation-Group_4,Desktop,SVC04,2025-04-14T00:00:00,2025,4,Default,1,4,0,16,202516,0
BulkInsert_AmazonHealthListingSQL_SVC01_v1,2025-04-16T11:28:08,2025-04-16T13:02:00,1,0,Desktop,powerautomate serviceaccount,Active,2025-04-16T13:01:14,Unapplicable,de181c76-aadb-47c9-8cfd-b2ec9947e9c6,F22DA00E-4579-EC11-8D21-000D3A5CF05E,F7475E43-E938-4A06-9931-939B06B07306,C-3PO,1,Spreetail-Automation-Group,Desktop,SVC01,2025-04-16T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-14T11:37:42,2025-04-14T12:52:39,1,0,Desktop,Mohammad Asim,Active,2025-04-14T12:40:47,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-14T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-14T21:22:11,2025-04-14T21:33:59,1,0,Desktop,Mohammad Asim,Active,2025-04-14T21:22:22,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-14T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-15T13:31:41,2025-04-15T14:02:58,0,1,Desktop,Mohammad Asim,Active,2025-04-15T13:31:52,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,0,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-15T00:00:00,2025,4,Default,0,8,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-15T14:20:03,2025-04-15T14:58:39,1,0,Desktop,Mohammad Asim,Active,2025-04-15T14:20:21,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-15T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-15T18:59:13,2025-04-15T19:05:41,1,0,Desktop,Mohammad Asim,Active,2025-04-15T18:59:23,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-15T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-16T10:49:20,2025-04-16T11:23:17,1,0,Desktop,Mohammad Asim,Active,2025-04-16T10:49:35,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-16T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-17T10:35:32,2025-04-17T11:15:30,1,0,Desktop,Mohammad Asim,Active,2025-04-17T11:09:11,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-17T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-17T11:55:36,2025-04-17T12:02:03,1,0,Desktop,Mohammad Asim,Active,2025-04-17T11:55:47,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-17T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-17T19:55:46,2025-04-17T20:18:32,1,0,Desktop,Mohammad Asim,Active,2025-04-17T20:12:13,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-17T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-17T21:10:15,2025-04-17T21:16:49,1,0,Desktop,Mohammad Asim,Active,2025-04-17T21:10:27,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-17T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-18T11:30:19,2025-04-18T11:47:27,1,0,Desktop,Mohammad Asim,Active,2025-04-18T11:30:28,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-18T00:00:00,2025,4,Default,1,4,0,16,202516,0
Bullseye Excel Automation - V4,2025-04-18T12:59:20,2025-04-18T13:16:31,1,0,Desktop,Mohammad Asim,Active,2025-04-18T12:59:28,Unapplicable,82e41edd-fc3d-4797-ac28-a71a81539c6a,A3E87244-9F49-EF11-A317-000D3A37FD23,42A4FD78-ADF1-431D-A394-E9AE39D70954,IT-POWERAUTO-09.LapkoSoft.local,1,Spreetail-Automation-Group_9,Desktop,SVC09,2025-04-18T00:00:00,2025,4,Default,1,4,0,16,202516,0
