COMBINE_ALL[FlowName],COMBINE_ALL[JobLog.Automation Project Name],COMBINE_ALL[DateTimeStarted_DATE_Only],COMBINE_ALL[DateTimeStarted],COMBINE_ALL[Successful],COMBINE_ALL[Failed],COMBINE_ALL[WasSuccessful],COMBINE_ALL[FlowType],COMBINE_ALL[UOW_Type],COMBINE_ALL[BOT_Name],COMBINE_ALL[Year],COMBINE_ALL[JobLog.Cost / UOW ($20 / hour)],COMBINE_ALL[Month],COMBINE_ALL[JobLog.Project Minutes/UOW],COMBINE_ALL[FinalSuccessful],COMBINE_ALL[Minutes Saved],COMBINE_ALL[Hours Saved],COMBINE_ALL[Total Impact],COMBINE_ALL[DateTimeStarted_Central],COMBINE_ALL[DateTimeCompleted_Central],COMBINE_ALL[WeekOfYear],COMBINE_ALL[JobLog.FlowType],COMBINE_ALL[Time Slot],COMBINE_ALL[Year - Week],COMBINE_ALL[YearWeekIndex],COMBINE_ALL[createdbyyominame],COMBINE_ALL[startedon],COMBINE_ALL[machinegroupidname],COMBINE_ALL[RPA_Job_Review_Status],COMBINE_ALL[Run Time HRS],COMBINE_ALL[RPA_Completeness_Check_ProjectName],COMBINE_ALL[RPA_Completeness_Check_FlowName],COMBINE_ALL[Expected Value],COMBINE_ALL[Exp Vs Act Diff],COMBINE_ALL[Unique_Project_Names.JIRA - Epic Number],COMBINE_ALL[Unique_Project_Names.Owner],COMBINE_ALL[Day of Week],COMBINE_ALL[Day Name],COMBINE_ALL[Min_Start_Date_YearWeek],COMBINE_ALL[Min_Start_Date_2],COMBINE_ALL[YearWeek],COMBINE_ALL[DateTimeCompleted],COMBINE_ALL[Run Time (min)],COMBINE_ALL[runsessionmode],COMBINE_ALL[runsessionmodename],COMBINE_ALL[parentworkflowid],COMBINE_ALL[subcategory],COMBINE_ALL[subcategoryname],COMBINE_ALL[TriggerTypeGroup],COMBINE_ALL[Year - Wk],COMBINE_ALL[FlowGUID],COMBINE_ALL[LastModified],COMBINE_ALL[State],COMBINE_ALL[FlowOwner],COMBINE_ALL[TaskStatus],COMBINE_ALL[TriggerType],COMBINE_ALL[Job_Date_UniqueKey]
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:29:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:29:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:29:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:29:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:32:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:32:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:32:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:32:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:35:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:35:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:35:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:35:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:41:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:41:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:44:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:44:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:44:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:44:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:44:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:44:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:47:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:47:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:47:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:47:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:47:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:47:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:50:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:50:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:53:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:53:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:53:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:53:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:56:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:56:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:56:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:56:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:56:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:56:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:59:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:59:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:59:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:59:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T11:59:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T05:59:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:02:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:02:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:02:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:02:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:05:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:05:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:05:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:05:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:05:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:05:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:08:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:08:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:08:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:08:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:11:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:11:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:11:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:11:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:11:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:11:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:14:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:14:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:14:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:14:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:14:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:14:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:17:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:17:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:23:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:23:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:23:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:23:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:30:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:30:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:32:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:32:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:32:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:32:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:35:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:35:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:35:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:35:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:38:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:38:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:41:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:41:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:41:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:41:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:42:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:42:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:45:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:45:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:47:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:47:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:50:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:50:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:51:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:51:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:51:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:51:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
RevLog Submissions,SAFE-T Claims Photo Category,2025-04-17T00:00:00,2025-04-17T12:54:00,1,0,1,UOW,UOW_Other,,2025,1.6666666666666665,4,5,1,5,8.33333333333333E-02,1.67,2025-04-17T06:54:00,1899-12-30T06:00:00,16,UOW,Early Morning,2025-16,202516,,,,Include,0,RPA_Project_Successful,RPA_FlowName_Successful,1.67,0,RPA-222,Edu Cielo,4,Thursday,202503,2025-01-15T00:00:00,202516,,,,,,,,,,,,,,,,
