SQL_SP_UOW_ALL[FlowName],SQL_SP_UOW_ALL[DateTimeStarted],SQL_SP_UOW_ALL[DateTimeCompleted],SQL_SP_UOW_ALL[Successful],SQL_SP_UOW_ALL[Failed],SQL_SP_UOW_ALL[WasSuccessful],SQL_SP_UOW_ALL[FinalSuccessful],SQL_SP_UOW_ALL[FlowType],SQL_SP_UOW_ALL[UOW_Type],SQL_SP_UOW_ALL[createdbyyominame],SQL_SP_UOW_ALL[statecodename],SQL_SP_UOW_ALL[statuscode],SQL_SP_UOW_ALL[startedon],SQL_SP_UOW_ALL[machinegroupid],SQL_SP_UOW_ALL[machineid],SQL_SP_UOW_ALL[machineidname],SQL_SP_UOW_ALL[machinegroupidname],SQL_SP_UOW_ALL[BOT_Name],SQL_SP_UOW_ALL[DateTimeStarted_DATE_Only],SQL_SP_UOW_ALL[Year],SQL_SP_UOW_ALL[Month],SQL_SP_UOW_ALL[WeekOfYear],SQL_SP_UOW_ALL[YearWeek],[SumSuccessful],[SumFailed],[SumWasSuccessful],[SumFinalSuccessful],[SumYear],[SumMonth],[SumWeekOfYear],[SumYearWeek],[Total_Successful_UOW]
RevLog Submissions,2025-04-15T11:16:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:16:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:19:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:19:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:19:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:19:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:19:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:19:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:19:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:19:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:22:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,7,0,7,7,14175,28,112,1417612,7
RevLog Submissions,2025-04-15T11:22:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,7,0,7,7,14175,28,112,1417612,7
RevLog Submissions,2025-04-15T11:22:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,7,0,7,7,14175,28,112,1417612,7
RevLog Submissions,2025-04-15T11:22:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,7,0,7,7,14175,28,112,1417612,7
RevLog Submissions,2025-04-15T11:22:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-15T11:22:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,7,0,7,7,14175,28,112,1417612,7
RevLog Submissions,2025-04-15T11:22:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,7,0,7,7,14175,28,112,1417612,7
RevLog Submissions,2025-04-15T11:22:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,7,0,7,7,14175,28,112,1417612,7
RevLog Submissions,2025-04-15T11:25:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T11:25:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T11:25:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T11:28:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T11:28:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T11:31:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:31:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:31:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:31:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:31:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T11:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T11:34:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:34:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-15T11:34:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:34:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:34:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:34:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:37:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:37:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:37:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:37:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:37:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T11:40:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T11:40:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T11:40:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T11:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-15T11:43:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:43:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:43:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:43:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:46:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:46:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:46:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:46:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-15T11:49:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:49:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:49:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:49:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T11:52:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:52:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:52:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:52:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:52:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:52:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:52:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:52:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-15T11:55:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T11:55:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T11:58:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T11:58:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T12:01:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T12:01:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T12:01:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T12:04:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T12:04:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T12:04:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T12:04:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T12:07:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-15T12:07:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-15T12:07:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-15T12:07:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-15T12:07:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-15T12:07:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-15T12:10:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T12:10:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T12:10:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T12:10:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T12:10:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-15T12:13:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T12:13:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T12:13:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T12:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T12:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T12:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-15T12:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T12:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T12:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T12:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-15T12:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T12:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T12:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-15T12:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-15T12:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T12:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T12:38:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-15T12:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-15T12:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T12:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-15T12:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-15T12:56:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-15T16:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-15T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-16T06:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-16T06:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-16T06:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-16T06:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-16T06:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-16T06:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-16T06:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-16T06:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-16T06:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-16T06:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-16T06:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-16T06:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-16T06:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-16T06:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-16T06:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-16T06:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-16T06:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-16T06:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-16T06:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-16T06:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-16T06:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-16T06:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-16T06:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-16T06:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-16T06:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-16T06:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-16T06:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-16T06:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-16T06:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-16T06:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-16T06:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-16T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
