SQL_SP_UOW_ALL[FlowName],SQL_SP_UOW_ALL[DateTimeStarted],SQL_SP_UOW_ALL[DateTimeCompleted],SQL_SP_UOW_ALL[Successful],SQL_SP_UOW_ALL[Failed],SQL_SP_UOW_ALL[WasSuccessful],SQL_SP_UOW_ALL[FinalSuccessful],SQL_SP_UOW_ALL[FlowType],SQL_SP_UOW_ALL[UOW_Type],SQL_SP_UOW_ALL[createdbyyominame],SQL_SP_UOW_ALL[statecodename],SQL_SP_UOW_ALL[statuscode],SQL_SP_UOW_ALL[startedon],SQL_SP_UOW_ALL[machinegroupid],SQL_SP_UOW_ALL[machineid],SQL_SP_UOW_ALL[machineidname],SQL_SP_UOW_ALL[machinegroupidname],SQL_SP_UOW_ALL[BOT_Name],SQL_SP_UOW_ALL[DateTimeStarted_DATE_Only],SQL_SP_UOW_ALL[Year],SQL_SP_UOW_ALL[Month],SQL_SP_UOW_ALL[WeekOfYear],SQL_SP_UOW_ALL[YearWeek],[SumSuccessful],[SumFailed],[SumWasSuccessful],[SumFinalSuccessful],[SumYear],[SumMonth],[SumWeekOfYear],[SumYearWeek],[Total_Successful_UOW]
RevLog Submissions,2025-04-14T08:22:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T08:22:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T08:25:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T08:28:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T08:28:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T08:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T08:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T08:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T08:34:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T08:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T08:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T08:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T08:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T08:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T08:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-14T08:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-14T08:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-14T08:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-14T08:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T08:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T08:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T08:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T08:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T08:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T08:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T08:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T08:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T08:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,9,0,9,9,18225,36,144,1822644,9
RevLog Submissions,2025-04-14T09:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,9,0,9,9,18225,36,144,1822644,9
RevLog Submissions,2025-04-14T09:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,9,0,9,9,18225,36,144,1822644,9
RevLog Submissions,2025-04-14T09:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,9,0,9,9,18225,36,144,1822644,9
RevLog Submissions,2025-04-14T09:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,9,0,9,9,18225,36,144,1822644,9
RevLog Submissions,2025-04-14T09:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,9,0,9,9,18225,36,144,1822644,9
RevLog Submissions,2025-04-14T09:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,9,0,9,9,18225,36,144,1822644,9
RevLog Submissions,2025-04-14T09:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,9,0,9,9,18225,36,144,1822644,9
RevLog Submissions,2025-04-14T09:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,9,0,9,9,18225,36,144,1822644,9
RevLog Submissions,2025-04-14T09:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-14T09:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-14T09:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-14T09:08:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,0,0,0,0,2025,4,16,202516,0
RevLog Submissions,2025-04-14T09:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-14T09:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-14T09:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-14T09:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-14T09:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,8,0,8,8,16200,32,128,1620128,8
RevLog Submissions,2025-04-14T09:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T09:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:14:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:23:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:29:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T09:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:32:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T09:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T09:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-14T09:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-14T09:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-14T09:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,4,0,4,4,8100,16,64,810064,4
RevLog Submissions,2025-04-14T09:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T09:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T09:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:47:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,5,0,5,5,10125,20,80,1012580,5
RevLog Submissions,2025-04-14T09:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T09:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,6,0,6,6,12150,24,96,1215096,6
RevLog Submissions,2025-04-14T09:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T09:59:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T10:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T10:02:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,0,0,0,0,4050,8,32,405032,0
RevLog Submissions,2025-04-14T10:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T10:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T10:02:00,,0,0,0,0,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,0,0,0,0,4050,8,32,405032,0
RevLog Submissions,2025-04-14T10:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T10:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T10:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T10:11:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T10:17:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T10:20:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T10:26:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T10:35:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T10:38:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T10:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T10:41:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T10:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T10:44:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,2,0,2,2,4050,8,32,405032,2
RevLog Submissions,2025-04-14T10:50:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T10:53:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T10:56:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T11:02:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,1,0,1,1,2025,4,16,202516,1
RevLog Submissions,2025-04-14T11:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T11:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T11:05:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
RevLog Submissions,2025-04-14T11:08:00,,1,0,1,1,UOW,UOW_Other,,,,,,,,,,2025-04-14T00:00:00,2025,4,16,202516,3,0,3,3,6075,12,48,607548,3
