Machine Availability Timeline[Created On],Machine Availability Timeline[Created By],Machine Availability Timeline[statuscodename],Machine Availability Timeline[ErrorCode],Machine Availability Timeline[ErrorMessage],Machine Availability Timeline[Regarding],Machine Availability Timeline[Flow Machine Group],Machine Availability Timeline[Run mode],Machine Availability Timeline[Day Name],Machine Availability Timeline[Start],Machine Availability Timeline[End],Machine Availability Timeline[Date],Machine Availability Timeline[Runtime duration (mins)],Machine Availability Timeline[Day of Week],Machine Availability Timeline[Year],Machine Availability Timeline[Hour of Day],Machine Availability Timeline[Start UTC],Machine Availability Timeline[End UTC],Machine Availability Timeline[Context],Machine Availability Timeline[parentWorkflowId],Machine Availability Timeline[Cloud Flow URL],Machine Availability Timeline[Value],Machine Availability Timeline[Time Slot],Machine Availability Timeline[desktop_taskstatus],Machine Availability Timeline[YearWeek],Machine Availability Timeline[Week of Year],[SumRuntime_duration__mins_],[SumDay_of_Week],[SumYear],[SumHour_of_Day],[SumValue],[SumYearWeek],[SumWeek_of_Year],[Tasks_Occupied]
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,481.1,0,2025,19,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,19,19,Failed,202516,16,481.1,0,2025,19,19,202516,16,1
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,481.1,0,2025,19,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,20,20,Failed,202516,16,481.1,0,2025,19,20,202516,16,1
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,481.1,0,2025,19,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,21,21,Failed,202516,16,481.1,0,2025,19,21,202516,16,1
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,481.1,0,2025,19,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,22,22,Failed,202516,16,481.1,0,2025,19,22,202516,16,1
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,481.1,0,2025,19,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,23,23,Failed,202516,16,481.1,0,2025,19,23,202516,16,1
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,481.1,0,2025,19,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,24,24,Failed,202516,16,481.1,0,2025,19,24,202516,16,
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,481.1,0,2025,19,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,25,25,Failed,202516,16,481.1,0,2025,19,25,202516,16,
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,481.1,0,2025,19,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,26,26,Failed,202516,16,481.1,0,2025,19,26,202516,16,
2025-04-12T08:49:13,powerautomate04 #,Failed,SessionHasLoggedOff,The session logged off during run execution.,AMZ_SAFET_CLAIMS,SVC04,Unattended,Sunday,2025-04-13T00:00:00,2025-04-13T08:01:06,2025-04-13T00:00:00,481.1,0,2025,19,2025-04-12T19:00:00,2025-04-13T03:01:06,"{""hostName"":""IT-POWERAUTO-04"",""parentWorkflowId"":""196efcf7-3e7d-4536-8d5c-eefefc5c4a4f"",""parentWorkflowRunId"":""08584571605574483874587385718CU144"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7e00f422-8a89-49f0-9ce2-a2e6306638a2""}",196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/196efcf7-3e7d-4536-8d5c-eefefc5c4a4f,27,27,Failed,202516,16,481.1,0,2025,19,27,202516,16,
2025-04-13T00:22:15,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Sunday,2025-04-13T00:26:13,2025-04-13T00:30:03,2025-04-13T00:00:00,3.8333333333333335,0,2025,19,2025-04-12T19:26:13,2025-04-12T19:30:03,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584571031649996396292552092CU149"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,19,19,Succeeded,202516,16,3.8333333333333335,0,2025,19,19,202516,16,1
2025-04-13T00:40:02,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Sunday,2025-04-13T00:40:12,2025-04-13T00:40:53,2025-04-13T00:00:00,0.6833333333333333,0,2025,19,2025-04-12T19:40:12,2025-04-12T19:40:53,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584571020857138435884521677CU08"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,19,19,Succeeded,202516,16,0.6833333333333333,0,2025,19,19,202516,16,1
2025-04-13T00:40:02,Mohammad Asim,Succeeded,,,BullsEye-Prime-C2D-Run by Queue,SVC10,Unattended,Sunday,2025-04-13T00:40:12,2025-04-13T00:40:56,2025-04-13T00:00:00,0.7333333333333334,0,2025,19,2025-04-12T19:40:12,2025-04-12T19:40:56,"{""hostName"":""IT-POWERAUTO-10"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584571020857138435884521677CU08"",""attendedMode"":""Unattended"",""agentVersion"":""2.50.125.24304"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,19,19,Succeeded,202516,16,0.7333333333333334,0,2025,19,19,202516,16,1
2025-04-13T01:22:10,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Sunday,2025-04-13T01:22:30,2025-04-13T01:26:18,2025-04-13T00:00:00,3.8000000000000003,0,2025,20,2025-04-12T20:22:30,2025-04-12T20:26:18,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584570995659067888574381152CU149"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,20,20,Succeeded,202516,16,3.8000000000000003,0,2025,20,20,202516,16,1
2025-04-13T01:40:02,Mohammad Asim,Succeeded,,,Part 1 - Insert SQL - Amazon_Cust_Delivery_Time_V2,SVC01,Unattended,Sunday,2025-04-13T01:40:15,2025-04-13T01:41:20,2025-04-13T00:00:00,1.0833333333333333,0,2025,20,2025-04-12T20:40:15,2025-04-12T20:41:20,"{""hostName"":""IT-powerauto-01"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.54.188.25066"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,20,20,Succeeded,202516,16,1.0833333333333333,0,2025,20,20,202516,16,1
2025-04-13T01:40:05,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Sunday,2025-04-13T01:40:14,2025-04-13T01:40:55,2025-04-13T00:00:00,0.6833333333333333,0,2025,20,2025-04-12T20:40:14,2025-04-12T20:40:55,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570984852628089695592843CU12"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,20,20,Succeeded,202516,16,0.6833333333333333,0,2025,20,20,202516,16,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC01,Unattended,Sunday,2025-04-13T01:42:37,2025-04-13T02:55:52,2025-04-13T00:00:00,73.25,0,2025,20,2025-04-12T20:42:37,2025-04-12T21:55:52,"{""hostName"":""IT-powerauto-01"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.54.188.25066"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,20,20,Succeeded,202516,16,73.25,0,2025,20,20,202516,16,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC01,Unattended,Sunday,2025-04-13T01:42:37,2025-04-13T02:55:52,2025-04-13T00:00:00,73.25,0,2025,20,2025-04-12T20:42:37,2025-04-12T21:55:52,"{""hostName"":""IT-powerauto-01"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.54.188.25066"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,21,21,Succeeded,202516,16,73.25,0,2025,20,21,202516,16,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC10,Unattended,Sunday,2025-04-13T01:42:39,2025-04-13T02:57:34,2025-04-13T00:00:00,74.91666666666667,0,2025,20,2025-04-12T20:42:39,2025-04-12T21:57:34,"{""hostName"":""IT-POWERAUTO-10"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.50.125.24304"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,20,20,Succeeded,202516,16,74.91666666666667,0,2025,20,20,202516,16,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC10,Unattended,Sunday,2025-04-13T01:42:39,2025-04-13T02:57:34,2025-04-13T00:00:00,74.91666666666667,0,2025,20,2025-04-12T20:42:39,2025-04-12T21:57:34,"{""hostName"":""IT-POWERAUTO-10"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.50.125.24304"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,21,21,Succeeded,202516,16,74.91666666666667,0,2025,20,21,202516,16,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC11,Unattended,Sunday,2025-04-13T01:42:39,2025-04-13T02:54:20,2025-04-13T00:00:00,71.68333333333334,0,2025,20,2025-04-12T20:42:39,2025-04-12T21:54:20,"{""hostName"":""IT-POWERAUTO-11"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.52.62.25009"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,20,20,Succeeded,202516,16,71.68333333333334,0,2025,20,20,202516,16,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC11,Unattended,Sunday,2025-04-13T01:42:39,2025-04-13T02:54:20,2025-04-13T00:00:00,71.68333333333334,0,2025,20,2025-04-12T20:42:39,2025-04-12T21:54:20,"{""hostName"":""IT-POWERAUTO-11"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.52.62.25009"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,21,21,Succeeded,202516,16,71.68333333333334,0,2025,20,21,202516,16,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC12,Unattended,Sunday,2025-04-13T01:42:39,2025-04-13T02:58:44,2025-04-13T00:00:00,76.08333333333333,0,2025,20,2025-04-12T20:42:39,2025-04-12T21:58:44,"{""hostName"":""IT-POWERAUTO-12"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.52.62.25009"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,20,20,Succeeded,202516,16,76.08333333333333,0,2025,20,20,202516,16,1
2025-04-13T01:42:30,Mohammad Asim,Succeeded,,,Scrape Data - Amazon_Cust_Delivery_Time_V1,SVC12,Unattended,Sunday,2025-04-13T01:42:39,2025-04-13T02:58:44,2025-04-13T00:00:00,76.08333333333333,0,2025,20,2025-04-12T20:42:39,2025-04-12T21:58:44,"{""hostName"":""IT-POWERAUTO-12"",""parentWorkflowId"":""a133bddd-5833-41e9-9eeb-133a37c379a2"",""parentWorkflowRunId"":""08584570984850136389519931553CU175"",""attendedMode"":""Unattended"",""agentVersion"":""2.52.62.25009"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",a133bddd-5833-41e9-9eeb-133a37c379a2,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/a133bddd-5833-41e9-9eeb-133a37c379a2,21,21,Succeeded,202516,16,76.08333333333333,0,2025,20,21,202516,16,1
2025-04-13T02:22:12,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Sunday,2025-04-13T02:22:24,2025-04-13T02:26:51,2025-04-13T00:00:00,4.45,0,2025,21,2025-04-12T21:22:24,2025-04-12T21:26:51,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584570959656647285357627713CU149"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,21,21,Succeeded,202516,16,4.45,0,2025,21,21,202516,16,1
2025-04-13T02:40:05,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Sunday,2025-04-13T02:40:17,2025-04-13T02:40:57,2025-04-13T00:00:00,0.6666666666666666,0,2025,21,2025-04-12T21:40:17,2025-04-12T21:40:57,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584570948849496698143752950CU36"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,21,21,Succeeded,202516,16,0.6666666666666666,0,2025,21,21,202516,16,1
