YearWeek,SumMaintenance_Hours,Total_Maintenance_Tickets_By_Week,Maintenance_Time_Allocation_Percentage,SumRuntime_duration__mins_,Machine_Utilization__,Idle_Percentage__,Desktop_Flow_Success_Rate_Goal,Desktop_Run_Percent_Success
202515,42.31,1.0,0.029381944444444433,2775.233333333333,0.02028679337231964,0.9797132066276802,0.85,1.0
